Nitni d ixabiten.
Nitni d izuranen.
Nitni d tamsulta.
Nitni ḍefren-kem.
Nitni ɛawnen-iyi.
Nitni keṛhen Tom.
Nitni n Ustṛalya.
Nitni udsen ugar.
Nitni ugaren Tom.
Niweḍ dani deǧiḍ.
Nkeyyef isigaṛen.
Nla akayad ass-a.
Nla kraḍ n yiḍan.
Nleddey tazewwut.
Nlemmed s tarmit.
Nlemmed s termit.
Nlla nqar as Tom.
Nnan-as i baba-s?
Nnan-d ad ɛerḍen.
Nnan-d awal-nsen.
Nnek teqremsit-a?
Nnem teqremsit-a?
Nneyya tesserbaḥ.
Nniɣ-ak ad yeddu.
Nniɣ-ak ad yelḥu.
Nniɣ-asen kullec.
Nniɣ-d tanemmirt.
Nnuɣent yid-kent?
Nnuɣent yid-sent?
Nnumment asemmiḍ.
Nqerres ɣef Mary.
Nreẓẓem tazewwut.
Nṛuḥ nwala asaru.
Nsan deg teftist.
Nsant deg usensu.
Ntteddu s leɛqel.
Nttessu-d usuten.
Nuder isunan-nni.
Nufa-t-id yedder.
Nufu ljurat ijdi.
Nugad fell-awent.
Nuɣen ɣef tlelli.
Nuker-ak tikti-k.
Nuker-am tikti-k.
Nuker-as tikti-s.
Nukni d Isuriyen.
Nuley ɣer usafag.
Nurga yir targit.
Nusa-d ad k-nẓer.
Nutni d Isuriyen.
Nuwey-d tid-nneɣ.
Nuwey-d tid-nteɣ.
Nuwey-d wid-nneɣ.
Nuwey-d wid-nteɣ.
Nuzen-it ɣer din.
Nwala asaru-nnek.
Nwala asaru-nnem.
Nwet deg tzewwut.
Nwiɣ ad k-fehmeɣ.
Nwiɣ iṛuḥ-aɣ Tom.
Nwiɣ tḥemleḍ-iyi.
Nwiɣ tkerheḍ-iyi.
Nxemmem ɣef waya.
Qabel ad tt-nawi.
Qad tegd aselmad.
Qadret iman-nwen.
Qarɛet iman-nwen.
Qebleɣ assumer-a.
Qebleɣ lecruṭ-ik.
Qeblent nnig wul.
Qeḍɛeɣ-d Taninna.
Qɛed taxxamt-nni.
Qelɛen iḍ yezrin.
Qemmrent fell-as.
Qerriḥet teswiɛt.
Qerrseɣ ɣef Mary.
Qerrsen ɣef Mary.
Qerrsen-d fell-i.
Qerrsen-d fell-i?
Qerrsent fell-as.
Qerrsent ɣef Tom.
Qersen-d fell-ak?
Qersen-d fell-am?
Qeṣṣrem yid-sent.
Qeṣṣremt yid-sen.
Qeṣṣret yid-sent.
Qimeɣ ɣef cmingu.
Qiṣer neɣ acemma.
Qqareɣ tasnilest.
Qqaren- iyi Sally
Qqaṛen-am Tiziri.
Qqaṛen-as lefḥel.
Qqel ɣer uxeddim!
Qqel-d ɣer uxxam.
Qqen ɣer Tatoeba.
Qqim anda tellid.
Qqim anda telliḍ.
Qqim da, yid-neɣ.
Qqim deg uɣerbaz.
Qqim deg unermis.
Qqim deg uxxam-ik
Qqim ɣef uyeffus.
Qqimeɣ anda lliɣ.
Qqimeɣ deg uxxam.
Qqimeɣ deg wadur.
Qqimeɣ ɣef yiwen.
Qqimeɣ ɣef yiwet.
Qqimem deg beṛṛa!
Qqimem deg beṛṛa.
Qqimemt ɣer tama.
Qqimemt tsusmemt.
Qqimemt yid-nneɣ.
Qqimen deg wadur.
Qqiment, susment.
Qqimet ad tensem.
Qqimet deg uxxam.
Qqimet yid-i kra.
Qqleɣ ḥemmleɣ-tt?
Qqlemt-d ar daki.
Qqlen ɣer tbanka.
Qqlen ɣer teklut.
Qqlen ɣer tirawt.
Qqlen ɣer tkanna.
Qqlen ɣer tmeɣra.
Qqlen ɣer tnarit.
Qqlen ɣer ugaṛaj.
Qqlen ɣer umgaru.
Qqlen ɣer usalay.
Qqlen ɣer usanay.
Qqlen ɣer usensu.
Qqlen ɣer utinis.
Qqlen ɣer uẓawan.
Qqlen ɣer wulzuz.
Qqlent ɣer tẓuri.
Qqlent ɣer udrar.
Qqlent ɣer uxxam.
Qqlent ɣer wurti.
Qqlent mbaɛadent.
Qqlent tteffrent.
Qrib ad d-awḍent.
Qṛib ad d-yeqqel.
Qrib ad nesgunfu.
Qṛib ad ten-neǧǧ.
Qrib ad tiliḍ da?
Qrib ay texsifed.
Qrib ay texsifeḍ.
Qrib ay texsifem.
Qṛib i sɛiɣ lḥeq.
Qrib yemmut Sami.
Qwem taxxamt-nni.
Ra d k-inn-ḍufeɣ.
Raja dah ar aɣulɣ
Ṛajum daki yakan.
Rant ad ssewwent?
Rdan-t di lbaṭel.
Ṛḍel-asen-ten-id.
Ṛḍel-asent-tt-id.
Ṛḍel-iyi-tent-id.
Ṛebbi dima yelha.
Rebḥeɣ-d arrazen.
Ṛeḍlemt-aɣ-tt-id.
Ṛeḍlemt-asen-ten.
Ṛeḍlemt-asent-tt.
Ṛeḍlemt-as-tt-id.
Ṛeḍlemt-iyi-tent.
Ṛeḍlemt-iyi-t-id.
Reḍlen adlis-nni.
Ṛeḍlen-aɣ-ten-id?
Ṛeḍlen-akent-ten.
Ṛeḍlen-ak-ten-id?
Ṛeḍlen-am-ten-id?
Ṛeḍlen-asen-tent.
Ṛeḍlen-asen-t-id?
Ṛeḍlen-asent-ten.
Ṛeḍlen-as-ten-id?
Ṛeḍlen-awen-tent.
Ṛeḍlen-awen-t-id?
Ṛeḍlen-iyi-tt-id?
Ṛeḍlent-aɣ-tt-id?
Ṛeḍlent-akent-tt.
Ṛeḍlent-ak-tt-id?
Ṛeḍlent-am-tt-id?
Ṛeḍlent-asen-ten.
Ṛeḍlent-asent-tt.
Ṛeḍlent-as-tt-id?
Ṛeḍlent-awen-ten.
Ṛeḍlent-iyi-tent.
Ṛeḍlent-iyi-t-id?
Ṛeḍlet-aɣ-ten-id.
Ṛeḍlet-asen-tent.
Ṛeḍlet-asen-t-id.
Ṛeḍlet-asent-ten.
Ṛeḍlet-as-ten-id.
Ṛeḍlet-iyi-tt-id.
Refdeɣ afniq-nni.
Ṛehneɣ axxam-inu.
Rekmen idamen-is.
Ṛewleɣ l teddart.
Reẓmeɣ-as ul-inu.
Reẓmemt tazewwut.
Reẓmet tiwwura-a.
Reẓẓmeɣ tazewwut.
Reẓẓmen tazewwut.
Rfant fell-akent.
Rfant fell-asent.
Riɣ ad d-sfehmeɣ.
Riɣ ad d-ssegzuɣ.
Riɣ aṭas ad ɣreɣ.
Riɣ aṭas asaru-a.
Riɣ daɣ Ustṛalya.
Riɣ idles amaziɣ.
Riɣ iferṭeṭṭuten.
Riɣ iẓem n ccina.
Riɣ kullec deg-k.
Riɣ kullec deg-m.
Riɣ taddart-nnek.
Riɣ taneččit-nni.
Riɣ učči azzayri.
Righ ad sugh aman
Riɣ-kem a Laurie.
Rima d tanelmadt.
Ṛjiɣ-t deg beṛṛa.
Ṛju ad kem-waliɣ.
Ṛju arma nniɣ-ak.
Ṛjumt kan timikt.
Rnant deg lmizan.
Rniɣ-as i tliẓri.
Rnu cmummeḥ ugar.
Rnu cwiṭ n sskeṛ.
Rnu qqim da cwiṭ.
Rnu yiwen n wass.
Rnumt ɣṛemt-t-id.
Rnumt-yas taɣuṛi.
Romeo yuɣ Juliet.
Rran-akent-tt-id.
Rran-akent-tt-id?
Rran-asen-ten-id.
Rran-asen-ten-id?
Rran-asent-tt-id.
Rran-asent-tt-id?
Rran-awen-ten-id.
Rran-awen-ten-id?
Rran-d adlis-nni.
Rran-iyi-tent-id.
Rran-iyi-tent-id?
Rran-t d aqebṭan.
Rrant deg usawal.
Rrant-aɣ-tent-id.
Rrant-aɣ-tent-id?
Rrant-akent-tent.
Rrant-akent-t-id.
Rrant-akent-t-id?
Rrant-ak-tent-id.
Rrant-ak-tent-id?
Rrant-am-tent-id.
Rrant-am-tent-id?
Rrant-asent-tent.
Rrant-asent-t-id.
Rrant-asen-tt-id.
Rrant-asent-t-id?
Rrant-asen-tt-id?
Rrant-as-tent-id.
Rrant-as-tent-id?
Rrant-awen-tt-id.
Rrant-awen-tt-id?
Rrant-iyi-ten-id.
Rrant-iyi-ten-id?
Rran-tt i tissit.
Ṛṛay d ṛṛay-nnek.
Ṛṛay d ṛṛay-nnem.
Ṛṛay d ṛṛay-nwen.
Ṛṛay ines nettat.
Rret-d iḍan-nwen.
Rriɣ-d ɣef yiwen.
Rriɣ-d ɣef yiwet.
Rriɣ-tt i tissit.
Rsen-d ɣef yilel.
Rsent ɣef wayyur.
Ṛuḥ ad tessirdeḍ.
Ruḥ bru-d i lmal.
Ruḥ ihi ar-ticki.
Ruḥ ihi ar-tufat.
Ruḥ kan ɣer zzat.
Ṛuḥ kan s leɛqel.
Ṛuḥ kan s ttawil.
Ruḥ tbeɛ abrid-a.
Ruḥ tura keččini!
Ṛuḥem ad tseḥmum.
Ṛuḥem ɣer tḥanut!
Ṛuḥem-d ɣuṛ-nneɣ!
Ruḥen ad ḥewwsen.
Ṛuḥen ɣer Boston.
Ṛuḥet ar uɣerbaz!
Ruḥet deg talwit.
Ṛuḥet ɣer tḥanut!
Rẓan-iyi BMW-inu!
Rzant ɣef Boston.
Rzant ɣef London.
Rẓem akk tizewwa.
Rẓem tammumt-nni.
Rziɣ ar Ustṛalya.
S tamunt, ugezeɣ.
S tidet-nnek aya?
S tidet-nnem aya?
S wacu ay k-wten?
S wacu i d-tegla.
S wacu i k-wwten?
S wacu i yi-rdan?
S wamenni yeḥmeq.
Sami d yir netta.
Sami diri-t mliḥ.
Sami iga tajrimt.
Sami iqemmer-itt.
Sami ira ccikula.
Sami ixeddem din.
Sami la yetteddu.
Sami la yettfuḥu.
Sami la yetturar.
Sami la yettwali.
Sami mazal yecfa.
Sami qrib yemmut.
Sami saggadayent.
Sami tilaq yeṛja.
Sami ulac-it akk.
Sami ur iffiɣ zik
Sami yebna axxam.
Sami yeggurreɛ-d.
Sami yeɣs aydi-a.
Sami yegza Layla.
Sami yella ccenu.
Sami yella dinna.
Sami yella isell.
Sami yella isett.
Sami yella meẓiy.
Sami yella yerfa.
Sami yella yerwi.
Sami yella yeẓra.
Sami yella yuges.
Sami yella yumar.
Sami yella yusem.
Sami yenɣa imcac.
Sami yenna-d kra.
Sami yenna-d uhu.
Sami yennuɣ aṭas.
Sami yeqbel ayen.
Sami yerna Layla.
Sami yerna yeswa.
Sami yeṣka axxam.
Sami yesla i kra.
Sami yesla-iyi-d.
Sami yesri Layla.
Sami yettezmumug.
Sami yettili-iyi.
Sami yettu Layla.
Sami yewwi Layla.
Sami yezga yid-s.
Sami yuker Layla.
Sami yules zzwaǧ.
Sami yurar yid-i.
Sami, ixs ad iqqu
Sanda ad giǧǧent?
Sanda ad tgiǧǧed?
Sanda ad tgiǧǧem?
Sanda ara tawḍeḍ?
Sanda ay guǧǧent?
Sanda ay rewlent?
Sanda ay teddamt?
Sanda ay tewwḍed?
Sanda ay tewwḍem?
Sanda ay tguǧǧem?
Sanda ay trewlem?
Sanda ay t-rrant?
Sanda ay t-terra?
Sanda ay tt-rran?
Sanda ay t-tuzen?
Sanda ay tuwḍemt?
Sanda ay t-uznen?
Sanda ay t-yerra?
Sanda ay t-yuzen?
Sani ttwaceyyɛen?
Sarameɣ tlemmdem.
Sarameɣ-ak lehna.
Sarameɣ-am lehna.
Sarameɣ-as lehna.
Sateɣ ɣef umawaɣ.
Sawalen-as akluc.
Sawal-iyi Smaɛil.
Sawlent-as i Tom.
Saxfeɣ ar wexxam.
Sburr abeṛnus-ik.
Sdermet afakan-a.
Sɛan lḥeqq i sin.
Sɛant tinebgawin.
Sɛant uguren daɣ?
Sebɣen-asen-tent.
Sebɣen-asent-ten.
Sebɣent-asen-ten.
Sebɣent-asent-tt.
Sebɣent-iyi-tent.
Sɛeddi tamedwazt.
Sɛeddi-as asawaḍ!
Sɛeẓgeɣ inaragen.
Sɛeẓgen inaragen.
Sefḍeɣ s tesfeḍt.
Sefḍen s tesfeḍt.
Seffɣemt-tent-id.
Sefhem-d awal-ik.
Seg ulawen-nkent?
Seg-a ara neffeɣ.
Seg-a ara neqleɛ.
Seggmeɣ-tent akk.
Seggmen-akent-tt.
Seggmen-asen-ten.
Seggmen-asent-tt.
Seggmen-awen-ten.
Seggmen-iyi-tent.
Seggment-aɣ-tent.
Seggment-akent-t.
Seggment-ak-tent.
Seggment-am-tent.
Seggment-asent-t.
Seggment-asen-tt.
Seggment-as-tent.
Seggment-awen-tt.
Seggmen-tent akk.
Seggment-iyi-ten.
Seggment-ten akk.
Seɣtit ma ɣelḍeɣ.
Sɛiɣ akud imir-a.
Sɛiɣ aṭas n učči.
Sɛiɣ ccɣel yid-s.
Sɛiɣ isegzawalen.
Sɛiɣ kra n yemra.
Sɛiɣ sin ifassen.
Sɛiɣ ssebbat-inu.
Sɛiɣ takti lɛali.
Sɛiɣ tiṭ n zzjaj.
Sɛiɣ yiwen n gma.
Sɛiɣ zzheṛ ass-a.
Sekkṛem ṭṭaq-nni!
Selbeɣ fell-asen!
Selbeɣ fell-awen!
Selben ɣef uɣrum.
Selbent teḥdayin.
Selḍeɣ igmaḍ-nni.
Selḍen igmaḍ-nni.
Sell-as i baba-k.
Sell-as i baba-m.
Selleɣ-ak-d mliḥ.
Selleɣ-am-d mliḥ.
Sellmeɣ deg-kumt.
Selqeḍ agḍiḍ-nni.
Semman-d anezraf.
Semmeḍ lḥal assa.
Semmeḍ mliḥ lḥal.
Semmṛemt tizewwa!
Senndeɣ ɣer lḥiḍ.
Senser i wemrar !
Seqsi win tebɣiḍ.
Serreḥ i ufus-iw.
Serrḥem-as i Tom.
Serrḥet-as i Tom.
Sers abeckiḍ-nni.
Serset iman-nwen!
Setteɣ takemmart.
Seṭṭel tamart-ik.
Sɛu kra n lḥenna!
Sɛu kra n tmella!
Sew akeffay-nnek!
Sew akeffay-nnek.
Sew cwiṭ n waman.
Sew cwiṭ n watay.
Sew kra n tɣawsa.
Sexdameɣ aselkim.
Sfergen akal-nni.
Sɣan-d takeṛṛust.
Sɣant-d iẓem-nni?
Sɣerqeɣ iḍan-inu.
Sɣiɣ-d takeṛṛust.
Sgumiɣ ad d-sleɣ.
Sgumiɣ ad t-afeɣ.
Sgumiɣ ad t-rreɣ.
Sgunfu di talwit.
Shewhiwen yeqjan.
Si zik d iḥbiben.
Siḍen idrimen-im.
Simal la ttcabeɣ.
Simmal ar deffir.
Simmal tettizyin.
Simmal yetteɣṛas.
Sired iḍaṛṛen-ik.
Sired iḍaṛṛen-im.
Sired ifassen-ik.
Sired ifassen-im.
Sissen-d iman-ik!
Siweḍ-as azul-iw.
Siweḍ-asent azul.
Siwel i temsulta.
Skerɣ-t s tɣawla.
Skerkseɣ fell-ak.
Skerkseɣ fell-am.
Skerksen fell-ak.
Skerksen fell-am.
Skerksen fell-as.
Skerksent fell-i.
Skiddibent merra.
Slam uyuc ɣefwem.
Slant akk tuddar.
Slant akk tudrin.
Slemden-iyi-tent.
Slemdent-iyi-ten.
Slemt-d! Slemt-d!
Slet-d a igerdan!
Sliɣ i yisem-inu.
Sliɣ la tteffɣen.
Smenɣen gar-asen.
Smesdeɣ tiferyin.
Smesden tiferyin.
Smesxiren yess-k.
Smun tigmmi-nnek.
Smuqqlat ɣ umucc.
Smuzguteɣ aẓawan.
Snuzuyeɣ irkasen.
Snuzuyen irkasen.
Sortez-moi d ici.
Sriɣ kra n yiwen.
Sriɣ tansa n Tom.
Sriɣ tismaqqalin.
Srin idrimen-nni.
Srin kan tallalt.
Srint i yedrimen.
Sṛuḥeɣ adlis-nni.
Sruḥeɣ ssaɛa-nni.
Sṛuḥeɣ ṣṣber-inu.
Sruḥeɣ tamenguct.
Sṛuḥen adlis-nni.
Ssadreɣ iɣef-inu.
Ssakleɣ ɣef uḍar.
Ssarameɣ tegzamt.
Ssawaleɣ Taɛrabt.
Ssawaleɣ taɛṛabt.
Ssawḍeɣ ad adfeɣ.
Ssawḍeɣ ad t-geɣ.
Ssawel s usawal .
Ssawleɣ i uɛiwen.
Ssbezgeɣ iman-iw.
Sseddaɣ aydi-inu.
Ssedhant igerdan.
Ssedrem afakan-a.
Sseftutseɣ yiwen.
Sseftutseɣ yiwet.
Sseɣsimt tiliẓri.
Sseɣsint aselkim.
Ssegzu-iyi-d aya.
Sseḥmaɣ-d imensi.
Ssekru axxam-nni.
Ssemɣareɣ kullec.
Ssemɣaren kullec.
Ssen iẓuran-nnek.
Ssen sys belli...
Ssenhezzeɣ yiwen.
Ssenhezzeɣ yiwet.
Ssensemt tiliẓri.
Sseqsaɣ ɣef baba.
Sserɣeɣ iman-inu.
Sseṛɣeɣ-aken-ten.
Sseṛɣeɣ-akent-tt.
Sseṛɣeɣ-awen-ten.
Sseṛɣen-akent-tt.
Sseṛɣen-asen-ten.
Sseṛɣen-asent-tt.
Sseṛɣen-awen-ten.
Sseṛɣen-iyi-tent.
Sseṛɣent-aɣ-tent.
Sseṛɣent-akent-t.
Sseṛɣent-ak-tent.
Sseṛɣent-am-tent.
Sseṛɣent-asent-t.
Sseṛɣent-asen-tt.
